index,snr_db,clean,noisy,seconds,clean_sha256,noisy_sha256
207,17.5,clean/lsm_0207_snr17.5.wav,noisy/lsm_0207_snr17.5.wav,3.185,9c22a6f03e3a43c73aefac09e2631209a7863ad12cc56964dbdf96a6c009ba86,b61a7a26fd31420f6bddc7f817c43d5769563db3727bfe628b7815f0c62b4d2c
208,2.5,clean/lsm_0208_snr2.5.wav,noisy/lsm_0208_snr2.5.wav,27.12,4cd8a7649fd167c1817312500a56e8c78eb54854335b64178ac3e0faace740b5,1c0d2e3ad921f8356a636223474704c3712959f923ccacc8581198fd79c9b332
209,7.5,clean/lsm_0209_snr7.5.wav,noisy/lsm_0209_snr7.5.wav,4.72,c847c4549948cd1742a7a32c09dc15c4c1990ead6fa91efee08e427d8fddf037,8844ddf4a9a30704a7a52d152ec530accc12bd9d5f6807a90a7be477c15c787b
210,12.5,clean/lsm_0210_snr12.5.wav,noisy/lsm_0210_snr12.5.wav,4.9,36186d56db18e1add89593959f7f6216142e5bdc0f08793e51894b5ebdb00191,57b6c86a14cac7cb265819e640d447f745b2f282f8b649dc17cef4f31a2fe624
211,17.5,clean/lsm_0211_snr17.5.wav,noisy/lsm_0211_snr17.5.wav,5.015,53f97076ff9f9c050ca55784362737889045f002d022a8106b3e86fb393b01fb,d95caf515942bd0adac0026b25b31d2e549bef031d665c0d0190155c5b8460ee
212,2.5,clean/lsm_0212_snr2.5.wav,noisy/lsm_0212_snr2.5.wav,6.565,e4fd546cf85f534c56333b209257f913a649bc3f57e5f81f6f20d4b9f66fea6f,eee255ae849fba56ee4318c9c5b7012c8bba506c1516c985769a1e98b083e4c1
213,7.5,clean/lsm_0213_snr7.5.wav,noisy/lsm_0213_snr7.5.wav,21.78,32682ebc9278cd7b61a4acfb2ae4ab84a42984ee4bd2be22dc3d652274eea265,2bd987aec61e5bab8174ab3bcb0151a981c5f39ac4743a1e005e18ffe97d1513
214,12.5,clean/lsm_0214_snr12.5.wav,noisy/lsm_0214_snr12.5.wav,12.845,aa94827272eced9400230e98621fc41921dd3b1955103d61254aca08700e1c66,63ff26669fccbe4a46811bce11b5daa5642d3d74dbd0aebbe812a9580c8d878b
215,17.5,clean/lsm_0215_snr17.5.wav,noisy/lsm_0215_snr17.5.wav,9.49,3c467b346466997bceabbfc879f0e637beeabeae6874e2c9af448e5b3cba9dfa,663c3fd69f5baf796ca7124850a63e3b872bf2de66c13142082848baa576da8e
216,2.5,clean/lsm_0216_snr2.5.wav,noisy/lsm_0216_snr2.5.wav,11.45,855f0c88cd43df26c3ebc0dbfe90dc8168189e172c58fb07de8813d16ca31472,5b8989d6f76674f024458f6bff1f22951faa32bad1157a5d29e5d428f11eaf74
217,7.5,clean/lsm_0217_snr7.5.wav,noisy/lsm_0217_snr7.5.wav,3.305,71094d228aae7e48d12523fcf7e7dd7135ed2cad1b078168e40c6cbf18f679f7,81051d425d14ae2357e161b5b8a800e56f17e618a96adf3780b5fa2222b9bf82
218,12.5,clean/lsm_0218_snr12.5.wav,noisy/lsm_0218_snr12.5.wav,15.72,3b72002d222e2557d9510b29fd60d38079e40386dd71f340dc79219eeb739514,f40d828e88f2c3d3a834b0093130270821b7761bca93d9f36b606a5ebc87a3e0
219,17.5,clean/lsm_0219_snr17.5.wav,noisy/lsm_0219_snr17.5.wav,13.025,f9148f18bf6e33b3cccdba52603ebbcb0881b6bf3e3f7e5132f5d5960d93c01e,5c6b9fc56162fcc39c65d8e003cfb35854c2d3ffabec4349da260b21ad16134b
220,2.5,clean/lsm_0220_snr2.5.wav,noisy/lsm_0220_snr2.5.wav,14.1,f013b94547aaa16a9a89f7c2fe47bb901917126aee6a22d9f385d20b5316cda1,55ae209b29237e2375ceadb55646c88446686e0b5c775365ab53723d0b441aa1
221,7.5,clean/lsm_0221_snr7.5.wav,noisy/lsm_0221_snr7.5.wav,6.28,8619197942e87287e05fac6ec1965407a35ea65fd70a08f9e38f1c13d9a0d8c0,81109a174df249cfd7b8af4dcd65e9dcb17a8e717bab9befd8b60d53c97cf59d
222,12.5,clean/lsm_0222_snr12.5.wav,noisy/lsm_0222_snr12.5.wav,7.41,dd57cce64e17e646105bce505fe2767cf890614886d229b871c72c29f5132101,7d79c5b1aea3970c7c43389ee0249df7b022018ed7ae6478a9c7ee2b3ff0ae7f
223,17.5,clean/lsm_0223_snr17.5.wav,noisy/lsm_0223_snr17.5.wav,8.47,113d02763351986d1b02a81fee26d9a47b0cf178d14d15f2561567b43238bfa2,8954539452090ea7389ba4a8757243f87743ed5ba6a7a5ca902d7ea762178daf
224,2.5,clean/lsm_0224_snr2.5.wav,noisy/lsm_0224_snr2.5.wav,8.645,621c656f2bb2034a5ddfd4777d99e2807a6f43ce95218940dcc6cb4053b5cf4a,2f06d77463234db55e6a3ef5f4cec2b929a2030ea459c4559384b6d46705b11a
225,7.5,clean/lsm_0225_snr7.5.wav,noisy/lsm_0225_snr7.5.wav,4.34,8016f64d4988f29debbb28a2869dbd708cdc5b572224bc1442e545771b69cd5c,3ce6abc1fca770f6b1b2b4225964ea400cab7ed9cb43dab5a628d554cf590b20
226,12.5,clean/lsm_0226_snr12.5.wav,noisy/lsm_0226_snr12.5.wav,8.07,7edcc4523954fb5d8b9caf47854785ce5865dde022c9e6d644c757d8a148e6f6,0e995c8097a8935d0ccf03bfcf62764fc5d8f8cfb8b6325157babb207a046ccb
227,17.5,clean/lsm_0227_snr17.5.wav,noisy/lsm_0227_snr17.5.wav,3.565,f23e432c62717c09f20912e38497fedb2ae50f73a970c8ee999b69917fb89b37,4cb89f6a6246d926a51670a8c0e0f65c1049803027b92c84b9a1d96092eb2eaa
228,2.5,clean/lsm_0228_snr2.5.wav,noisy/lsm_0228_snr2.5.wav,5.425,a280b3bedb7d8af6462b9e779a8083b9a1acc2c68c989b56043b092d15cd821c,3e251efa4613e01e41aeadea986a51bcda54c06bfdb63698fe0a81eb971ee4e1
229,7.5,clean/lsm_0229_snr7.5.wav,noisy/lsm_0229_snr7.5.wav,4.13,4573d0ae7cd1a301af7d340568242d620a2d1c36fea6c4da1dc0f9f46e24160f,35c858baa5e7e25ff7749e7e3187187a7ff2e7215fd28fa06290bc1faacc173c
230,12.5,clean/lsm_0230_snr12.5.wav,noisy/lsm_0230_snr12.5.wav,7.225,994c535ad141817c47433cb991e526717f7eda4b55dc717efdbd03f269783b58,58ae82beeaaeb226cf8d8850a67300c97789990905bd2d474fa352cc824421c6
231,17.5,clean/lsm_0231_snr17.5.wav,noisy/lsm_0231_snr17.5.wav,3.745,c321ebda6f838254d336f0df650bfd847108f666c7cde7f68d687e228acb6f5b,79b34d84054550d5a5d5c9f2e5fa8d2941a499ad8c5796da470ddb0114ef2f90
232,2.5,clean/lsm_0232_snr2.5.wav,noisy/lsm_0232_snr2.5.wav,4.02,4bbc737ca67241542d273abfc2344f1e79c73efac7b096a2fc4f1ec346aaa9eb,edc3fea4aa39f4ff5165e5f2934798a41be2c8520257e332bd52b54b79501922
233,7.5,clean/lsm_0233_snr7.5.wav,noisy/lsm_0233_snr7.5.wav,13.62,f347a866636497a144c443d892e577e50589757fb28cdcb1335dd181a6ddb761,67835a352ca82df8c23c5ab5ba68445a31ba1ba2fd5d4ead7628c4f8f4a3a77f
234,12.5,clean/lsm_0234_snr12.5.wav,noisy/lsm_0234_snr12.5.wav,4.77,b5aac150a279bb1fa224266765d4305ae944e4d70422cd66d159e35e3597a261,d60b9429745283e4a5e4431a7e9b44636227e7dcf8730da3619ed8ad7fe49605
235,17.5,clean/lsm_0235_snr17.5.wav,noisy/lsm_0235_snr17.5.wav,4.22,a657bdde26f3918170c73879df4a716cbec3fd5274c62a7317bdbf0c7c57c90c,bc8448cdfbe83319273e295d64e9bfec13d9318417b7ccac3482c8becc5f3121
236,2.5,clean/lsm_0236_snr2.5.wav,noisy/lsm_0236_snr2.5.wav,4.855,4d602957341ec00a2109aa1397351ef98defe6acf54b57ff4032d00b3b8195d7,7c3eb7222def43f0796b1cd57a751ac48ec3eaaaea74e6d416959db450bb484c
237,7.5,clean/lsm_0237_snr7.5.wav,noisy/lsm_0237_snr7.5.wav,5.18,6d12bef5b93929bc7d33615965ab3bd0a284ea7f10846f23588deacb9e5dc1b8,16bcd366c2dcce96238cb56e8993f855fc883a890436552b967cf96c17672f38
238,12.5,clean/lsm_0238_snr12.5.wav,noisy/lsm_0238_snr12.5.wav,12.93,03f17b923e5cc4c4198dfbcc4501baa87c56eea761fbd05e636bdfb43a9092f0,2370236d893bd6511a1e1747a6908dea2f5663b46885e3b832a5a7f82d93d0e8
239,17.5,clean/lsm_0239_snr17.5.wav,noisy/lsm_0239_snr17.5.wav,3.325,e5ee7eea27f7446d75b75c4f1787f5c556f1e0b1844839b9b779858a42c914c0,23c2c4fd44898713d84c10668e93f46a96448b4abc27f52b31d5abb4805f0f78
240,2.5,clean/lsm_0240_snr2.5.wav,noisy/lsm_0240_snr2.5.wav,15.77,8069fd8ee2a120f435d682a8e27a9435fa6b80122b5d8843779178d19a3c1c2a,7b98557532e49179182828038ddeec5e31fcc69a1c56759ef3c8791314f363f0
241,7.5,clean/lsm_0241_snr7.5.wav,noisy/lsm_0241_snr7.5.wav,9.03,2e0aeeb22538f04e3c5c89317fc9b7392c62ffda494d54f6e507f654f284a1bf,10a6018ca2166f3899ddbc591b84315e0b17174c3664e020213a37c3d0ac9276
242,12.5,clean/lsm_0242_snr12.5.wav,noisy/lsm_0242_snr12.5.wav,4.76,0c223f6c7eefc8609d48e00a13d8fcd390fa2300c940526675979c264ab7fe0e,5349c9723f9e300370771c83a0d29199be2f956523ccd9c8fb35b8e5b70cfab6
243,17.5,clean/lsm_0243_snr17.5.wav,noisy/lsm_0243_snr17.5.wav,6.75,5cb5ae3c996e081c09d604dfbca76091b2d77045cfb6901f8be5990533d84e8e,0d9a9590ba86c39bd24eee3d63553c94b0038e485a8b8a5d450f22e1856e73a7
244,2.5,clean/lsm_0244_snr2.5.wav,noisy/lsm_0244_snr2.5.wav,5.3,84230a5677f047ee811e9bc290a2bf4955bab60a1563b035e49e7b2f2629ffb6,df161300779f17425bec5c570cec84873615b0c8a1b3b2c23730adb2088f1019
245,7.5,clean/lsm_0245_snr7.5.wav,noisy/lsm_0245_snr7.5.wav,7.06,a7e92fd96aea1580b967371cb3487f5485a755dfb79325bceb77aa578055ea33,8426e48c2223383369a953068df70ee236de3da66bd117d432f54812fc879af9
246,12.5,clean/lsm_0246_snr12.5.wav,noisy/lsm_0246_snr12.5.wav,5.6,ec1387c1fea047ca4705eb9f2feaecd67fdab34ae539dd86f6b1da712e90a063,bffdd5eefc706b7612cbe409f1153253f472f10598edf6d20069f2bb5f31b5f0
247,17.5,clean/lsm_0247_snr17.5.wav,noisy/lsm_0247_snr17.5.wav,5.435,5010015e242fc6d12b0df6724e9c898d52f1c18486dbc23231325c097e7d18d5,51e4d0665bc363125dc32c648c18f5f91f68471a9020ce38ef2b78e3322135f0
248,2.5,clean/lsm_0248_snr2.5.wav,noisy/lsm_0248_snr2.5.wav,4.81,2adec67ab3ed02d2de4cd7a8c4fd2edd59a2e0c8a540a22470cda98dcde6b57e,8ba8020ce013c465db3eb44e1675869f406158574a8f317dd113dc07e3d02d67
249,7.5,clean/lsm_0249_snr7.5.wav,noisy/lsm_0249_snr7.5.wav,5.685,71076fdfe5eee94d921cd58f9f193d01bb61ebc0bd56f2a684983a949c51a13b,f3187b673966af8c794ba99861d6eccdb24ef2ae641d250c47b438786f7d6994
250,12.5,clean/lsm_0250_snr12.5.wav,noisy/lsm_0250_snr12.5.wav,4.685,ff69dd8c710a373ebcbbd6e7f8bf31e2e6914edfc98adb2f15d6db35e3348fee,f262b19824587610affb2c8493b4cb63264df944d3ff3b23b3d02dd31a315f26
251,17.5,clean/lsm_0251_snr17.5.wav,noisy/lsm_0251_snr17.5.wav,8.94,6647e8e9197c20cd3b7d2241dc8237b7e0f62145221e8a5c946aea841b431d93,fb6e2d4414dfe195bb1db803efa58e5cad8ed5635a7a109ebc878aa7c73f7517
252,2.5,clean/lsm_0252_snr2.5.wav,noisy/lsm_0252_snr2.5.wav,4.58,8dc1c2d340bb4816bdff8b58a6a1667f0d4c102b641d9be6f9af1fafe24d7d07,92c5ff32a7e9c6f822d4e1229b21d3d7bb2cd7230cfb712f348f4c8dc268d168
253,7.5,clean/lsm_0253_snr7.5.wav,noisy/lsm_0253_snr7.5.wav,7.165,1a7103f8b51e61d80870f8f83fae0a3d440d32f688627eaa22e7c42d4783b33e,f05f0d11f4ffb3408d83208e64f5521741454323d21c5d586ef38f13e7b8c49f
254,12.5,clean/lsm_0254_snr12.5.wav,noisy/lsm_0254_snr12.5.wav,11.695,8482ebb0527d9948be041eea53562dd7c9c055d562eb2a342b79c06d5cf85d08,951c0f3f6cbf66b0e577e9a231044bcc339136f6f7e284509454504b58dfa42f
255,17.5,clean/lsm_0255_snr17.5.wav,noisy/lsm_0255_snr17.5.wav,11.145,9a426bd884763b6ab03da948d751e982efbaf17409bdfcab170444a213fc44b7,6e775d80c1b562f9c3c04a569ac572b85160e26d7fa9d8d508851cfef6b5d85f
256,2.5,clean/lsm_0256_snr2.5.wav,noisy/lsm_0256_snr2.5.wav,11.82,eafca5cbd9ed053b25b0bc984ad54d7a8ab36e23aa50d6bfbff0307f7a9748a2,f40579f63732ae25d6ab47e21b88240809d93326dd61fd67be19d02d1a4ea6a4
257,7.5,clean/lsm_0257_snr7.5.wav,noisy/lsm_0257_snr7.5.wav,3.295,e1e6db33e7d8d0c2ba3dfe06ba93c432b02712f18f7431e836da6b04601cb8da,c68571c864a05eac4b7fe8c7100ed6d6e5346873a9445921d84f2563e9091c9e
258,12.5,clean/lsm_0258_snr12.5.wav,noisy/lsm_0258_snr12.5.wav,16.02,3d49db7a68b2198926573099aba60cea699750823432a461c9d63f3e2c094118,5a05b8fccac4b449e8737db2d9b57e17e733884d319e92cbd1b0b95ca7c02c40
259,17.5,clean/lsm_0259_snr17.5.wav,noisy/lsm_0259_snr17.5.wav,7.17,ee955187a0f4d57ab98fcf13ea27ffbf625286b5c0a24db2777a4f0cd097eefa,0a7e711ba430f09e78f6095f8db09135b3a8b5a74cfd69c6d14c10e7954c4ce5
260,2.5,clean/lsm_0260_snr2.5.wav,noisy/lsm_0260_snr2.5.wav,16.575,e35b2d3b26fbb51a38350c5890b2a142f94914aa1f8c584fdc7dce9095c9421e,e768a544609d08b8f49062687b77811676df6c44a6f572ba54f7f5a47b4f99f0
261,7.5,clean/lsm_0261_snr7.5.wav,noisy/lsm_0261_snr7.5.wav,4.49,219d77e0e37bece92b3b9642393411c1dce37bad199f486bfb0db2f23bd1beff,bcf3a5ea4ebd1526d3307226359d826115aa87a746f142d0a9f9386d20b605b1
262,12.5,clean/lsm_0262_snr12.5.wav,noisy/lsm_0262_snr12.5.wav,9.37,9ba838afb1585a7f991e851c0043d15817d4de4a49794d3b12c97cd526264a22,92766a89620a7982c506d813c36f292b04bb06c714c46a2eb09194e5685b3bff
263,17.5,clean/lsm_0263_snr17.5.wav,noisy/lsm_0263_snr17.5.wav,6.435,6b766ca7edaffd4d11c126fd6924203e84a79cb01a80563622fff12ed4598556,c681ba5c98405fcf6fc1d09bf1f7e6a1c658e3b50befe1c4c785a6c33b46a4dc
264,2.5,clean/lsm_0264_snr2.5.wav,noisy/lsm_0264_snr2.5.wav,4.47,06fade749bc243635c460db71cce10b5bf99235e14fcdf33adf2b8bd60ac1161,dc57f296f8d7d1bad4e9f5993751dfabefed6dd2bdfd237e46cdee0f504a1fad
265,7.5,clean/lsm_0265_snr7.5.wav,noisy/lsm_0265_snr7.5.wav,10.95,bbcb4cf48f1f4fd6a7758b16e86fd0a9f7167ddf450a514e8e89353d66601741,947555d829a157a57dd5288a4bd5ced0c3846af94111ab89115c96c44ac65a76
266,12.5,clean/lsm_0266_snr12.5.wav,noisy/lsm_0266_snr12.5.wav,3.58,f1011a8e45c1a81c6c09beee612c1b8ebaece55a6946b231cc188030156b8671,f7b1503a554bd335e1d2205672889f2a247deb1aff7a64fffb83b2c46e1d220a
267,17.5,clean/lsm_0267_snr17.5.wav,noisy/lsm_0267_snr17.5.wav,11.86,05c303f70dac33e971f17b692ee2d2c221e874f9707fa4330c4fdca79fee7f83,251d86e869b8c2720952bacd7efc54f75e90958b994b32b80be8fa5a1d65623d
268,2.5,clean/lsm_0268_snr2.5.wav,noisy/lsm_0268_snr2.5.wav,3.935,59ffa96ac4e8db6dc50aaf9432f27a38c029c4477578c297195ef291611b0900,60c7d8e92078310a3a9295c3d9656e9220461365c65c30feec6e51cafec223e1
269,7.5,clean/lsm_0269_snr7.5.wav,noisy/lsm_0269_snr7.5.wav,3.07,5110bddf070d8ebfd4a7ddb8d270dd480f5acfd7c2c403df5da2ba69df9705f2,ee8bcb1049d4e9754a4ec41b84ab6d47e5477bcc5a8c8212707c0b0e3f0aa142
270,12.5,clean/lsm_0270_snr12.5.wav,noisy/lsm_0270_snr12.5.wav,3.085,7115c7d40cdf961dce7e8fbf5fbbedfae5d2692925c8b2884f1bd596157a792d,fa19c8cfe5b6f60ef9804370f68fad587583682c22f9a59607bb2dc235916e8c
271,17.5,clean/lsm_0271_snr17.5.wav,noisy/lsm_0271_snr17.5.wav,20.125,30b62ca17ecb4d35c59851ebf3f911463b926bfdd75a650a712deedd39380c8c,49fb7f7c1700584ca1e2ab3f34f15027b4d29631e237051cc5d93357f13398cb
272,2.5,clean/lsm_0272_snr2.5.wav,noisy/lsm_0272_snr2.5.wav,10.825,f50757983e110256c0151e99ae15bd3eb47944486b26e381347df24ce1c87958,809369a4ae1aace3a91820b3b74830f65af0c1733db2db73d9eafb81a0cbe3bc
273,7.5,clean/lsm_0273_snr7.5.wav,noisy/lsm_0273_snr7.5.wav,4.79,8c8126761dd5b33e9105d53d16ab7f9159eb65fca76c0757ae791fcd7229775f,2dbdee9d8b1d26ef0c993675270554415a89f070f52f4dc6cfa985992a1ce861
274,12.5,clean/lsm_0274_snr12.5.wav,noisy/lsm_0274_snr12.5.wav,4.04,3f401585d2ec42c28b584ef5862ba53d5b1f84c9b0f698ec675d76cc399faf2d,f0defedef0614818fdfb32b3e310127f6230947afa6e7efb78e15918a1f71491
275,17.5,clean/lsm_0275_snr17.5.wav,noisy/lsm_0275_snr17.5.wav,12.455,27c28b35910e600c1d34cfce2c48777faa522675da1c4af6f50e659a36d5ff8d,13711a372c62189bf37fb2a0287c685919495454a79785b73fa9d1e6f1eaca5a
276,2.5,clean/lsm_0276_snr2.5.wav,noisy/lsm_0276_snr2.5.wav,8.68,1ebab50cf5738652951e0215dae70add08d73f0a44884b5f1b166b257f6f25bf,848eaead205b655a5a0fe6934c30405a6c9e51ea8d4c7a0eb9381f3269bce3ae
277,7.5,clean/lsm_0277_snr7.5.wav,noisy/lsm_0277_snr7.5.wav,6.25,c720c423fb585a19301a2b8a6f4b2c9d857c91c31c939a479947c3098514acb2,2262d5838de4e870daea5645839861415d2ae190f349ed5e7e97352508c8fd20
278,12.5,clean/lsm_0278_snr12.5.wav,noisy/lsm_0278_snr12.5.wav,9.06,cf86b1c683f667e2654a73dab0b72d218e8ea7beefb49786a4095bb7c3a207d0,84cf05e5aa2ee8283152d5fb8cd4d7e97dfc15276bbfedd996c1b80fa2a5bcf7
279,17.5,clean/lsm_0279_snr17.5.wav,noisy/lsm_0279_snr17.5.wav,14.58,69458a3cf9373b18d31bf665dccb4aab404d43dc699efdc1196728167b151486,06e9082789e11aec05c63d62538e1d22465a6c5e670c5515c5c48982173bd772
280,2.5,clean/lsm_0280_snr2.5.wav,noisy/lsm_0280_snr2.5.wav,4.23,0c25177a2f249e61f0bb642a891e7c1de6c71f1972823501f628e2a4cc802bbe,c643bca4924c61421386e60a7dd8e01dfe6cc0936442bcbcd845c5a66226fe16
281,7.5,clean/lsm_0281_snr7.5.wav,noisy/lsm_0281_snr7.5.wav,3.17,f84b1c84f0a243e486ec398bab056d73276b4d86f462794646771425c26bfed1,4a73fb694f2248824e8d7683b2b5873fe3dd5c98212ddde604f2521ec413e4cc
282,12.5,clean/lsm_0282_snr12.5.wav,noisy/lsm_0282_snr12.5.wav,9.695,62d5e654ea39fded71c75ccc703d8de1ebf05739d97390ae6ae6a25f1e5a9266,8bf0ad2129b5efa151dcf981e63dc26a899ec887916579e0e275b6a11a5c1aa9
283,17.5,clean/lsm_0283_snr17.5.wav,noisy/lsm_0283_snr17.5.wav,13.99,7f01105eea70ea5f567420301c56544776da14796687aa77e85bfcf3945503f6,a29c2dc16cbe202f504effeaf71d91fd85475e2acf34f1f74949f3b6d68f824d
284,2.5,clean/lsm_0284_snr2.5.wav,noisy/lsm_0284_snr2.5.wav,3.78,4f093a17cecf415f8fd086899666c6eb4a954c5661411b953ba94e992e5afe5e,b29190ee83dbd5ff8f13ded458db44a78e3b9867275d9662a3e0718294719f3f
285,7.5,clean/lsm_0285_snr7.5.wav,noisy/lsm_0285_snr7.5.wav,7.465,a1bbb9a817de3ed5ab06e3c31d0280a7875125a74473ada3029cc4bbc2655b18,c184147f0d228b43cbd84cc23af00825fcd49e85a116a87bfd24f566b78f200d
286,12.5,clean/lsm_0286_snr12.5.wav,noisy/lsm_0286_snr12.5.wav,13.085,0a273e9f0b36d7d6d45ee136698c716468b555136176a375385a8e25d71432f0,bda51157e336ddd8173f4f13d5f79b0c36b79b09a51e991a9a987d4a6b861dfc
287,17.5,clean/lsm_0287_snr17.5.wav,noisy/lsm_0287_snr17.5.wav,10.9,dc617320b74f45877d1e7f77fe05d74998c29f066bf532427fa626b99c9b6c40,fa6d877320247185a275e92225afed3ac4c33ab52e6e746da12acad9a91b3a0b
288,2.5,clean/lsm_0288_snr2.5.wav,noisy/lsm_0288_snr2.5.wav,3.87,a66dbb572feaab1712472e07f4ef6afff20e3941131bf3dd7c5729bf5f77da8d,0fae8ebf46a7ce6c4ecd353d5a277d566a50305f25dfd4a4fd74aaa84d862bd5
289,7.5,clean/lsm_0289_snr7.5.wav,noisy/lsm_0289_snr7.5.wav,20.155,3b3ebf82f743642840d707af7133b2bf0f8c365b0cbe1202d4a3c355577a80f7,96f75353206eee048ab0560c0b76a592415f7e3c52b8ae9713f6d4281de8d352
290,12.5,clean/lsm_0290_snr12.5.wav,noisy/lsm_0290_snr12.5.wav,8.23,cfa0d03dc64331a2d1e11ed5b87da150c0e24431d82ec3f4bbb3f3b2cbb78313,bc07c95a078f99e85508d81db7f50ec11489f81e1b085b17c20edf86a1a5aa71
291,17.5,clean/lsm_0291_snr17.5.wav,noisy/lsm_0291_snr17.5.wav,4.745,3531aa3d5cb8fc641633a90af2988ce420c91e8209743d92a03597da44ad6eea,3362895f9f1b24f7e6da950e5cab48bee37d6231fdb4157487b6446e88f3538c
292,2.5,clean/lsm_0292_snr2.5.wav,noisy/lsm_0292_snr2.5.wav,12.005,94968abb4615567e42a09120c89e3f489e4040a7f6e2247a08a0edec78efffb6,fedacdee512f4a2be71c74dbcf19557265b62323d223b9aa80ff352500c67cfe
293,7.5,clean/lsm_0293_snr7.5.wav,noisy/lsm_0293_snr7.5.wav,10.97,9f448a7289009ea2cbe3d1a0dfff4021afa11d6c0a07c78b6bc7f032f81a8d6c,4147025b3490efb8c0080017c05945cdd13b55d6b5311533976b0efda32afea2
294,12.5,clean/lsm_0294_snr12.5.wav,noisy/lsm_0294_snr12.5.wav,4.79,da6c87d8560422c61a3f67c02c6a630dcee55b6826686cb228afa3f9377f9578,1321370ca08d089c3c2deb6e6302992030437242cde416aaf8bdd3896776948f
295,17.5,clean/lsm_0295_snr17.5.wav,noisy/lsm_0295_snr17.5.wav,8.995,119d3a5b8e027714a2e87774e8665f10179dbf583bf273cae8c2d7a8629af99a,bc00137250f18c956ea7807ffe56e14f71547cd2b8bde824021ed4c4efde15db
296,2.5,clean/lsm_0296_snr2.5.wav,noisy/lsm_0296_snr2.5.wav,6.525,39564d2bbc2d7a6e4ac7a7501a4ddbf01a6c3c26d514e112036204b44f570903,ae3b77c64be65846f922d81a8df98dca9252a9f9ae4a2303912bc209e63c2e3d
297,7.5,clean/lsm_0297_snr7.5.wav,noisy/lsm_0297_snr7.5.wav,8.54,2b299380e3aa31a1fb49b62805eddf0225842ceeb0757ca2cdefb8ccc5d71ca9,b6f786983392b225a58158e6499609e36f928762070abe068f4fd5ff00081bd1
298,12.5,clean/lsm_0298_snr12.5.wav,noisy/lsm_0298_snr12.5.wav,4.665,7d15d2a72350745071d41e5fbf2bddb56bf51af4829399c7a9f68c878d19d79a,0ffdd39116dfdf2651f41267e2c8fee0f154dfe3e0671db221d12a38fc20cde3
299,17.5,clean/lsm_0299_snr17.5.wav,noisy/lsm_0299_snr17.5.wav,7.405,7bf4d74f554eea67a2b66da10ea8be006eeff2a050d54035b08b4de9ab88645a,97090dc3e062fd4d949edfc751675759e8d724c7d4ba779218d471d43f7dcc11
